,embedding,name,label,sub_label,parts,sample_id,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,visibleFieldsQty,finalFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,visibleMethodsQty,type,from_project,RM_LOC,RM_LCOM5,RM_NADC,RM_ATFD,RM_WMC
1202,"[ -8.36707874  -3.16297752  21.39683494 ... -22.69949221  -9.45472956
  13.25726486]",7303656,not_blob,not_blob,train,7303656,4,17.0,2,1,77.0,0.07692308,0.08791209,14,0,14,0,0,0,14,0,0,0,7,0,0,7,0,0.0,0,0,61.0,7,0,3,0,1,1,0,13,0,7,0,0,1,0,122,17,0,,,,,,,,
1203,"[-5.29768055  0.28603619 13.66198725 ... -7.21368045  2.04299267
  3.13353606]",7307441,not_blob,not_blob,train,7307441,0,4.0,1,0,2.0,0.33333334,0.33333334,4,0,4,0,0,0,4,0,0,0,2,0,0,1,0,1.0,0,0,16.0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,8,1,0,,,,,,,,
1204,"[-1.44873681  0.16887337  6.86213607 ... -1.55106485  0.72193687
 -0.50801438]",7307669,not_blob,not_blob,train,7307669,1,2.0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0.0,0,0,9.0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,10,1,0,,,,,,,,
1205,"[-11.85441215  -4.08852897  16.38668035 ... -22.7008447   -6.29340634
  10.11788098]",7308132,not_blob,not_blob,train,7308132,7,14.0,1,11,0.0,0.6,0.6,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0.0,0,0,57.0,3,2,0,2,5,8,2,10,9,8,4,0,0,0,66,1,0,,,,,,,,
1206,"[-8.45152075 -4.44945484 10.53349876 ... -2.28115267  4.1441986
 -6.03935932]",7308975,not_blob,not_blob,train,7308975,3,5.0,1,4,0.0,0.6,0.6,5,0,5,0,0,0,5,0,0,0,1,0,0,0,1,0.0,0,0,20.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,24,1,0,,,,,,,,
1207,"[-13.57646061  -6.38157699  13.8506676  ... -10.14200276   5.58781181
  -5.5467928 ]",7322217,not_blob,not_blob,train,7322217,4,9.0,1,6,0.0,0.52380955,0.71428573,7,0,7,0,0,0,7,0,0,0,2,0,0,0,2,0.0,0,0,35.0,2,1,1,0,0,3,1,3,0,3,2,0,0,0,28,1,0,,,,,,,,
1208,"[-2.31488472 -3.3127287   1.07362822 ... -1.79563552 -1.8553133
  3.25567114]",7322270,not_blob,not_blob,train,7322270,2,3.0,1,0,3.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0,,,,,,,,
1209,"[-3.11872095 -3.40342218  4.62362403 ... -6.20596802 -1.02407688
  7.7278192 ]",7323687,not_blob,not_blob,train,7323687,5,3.0,2,1,0.0,0.6666667,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0.0,2,0,16.0,2,0,0,0,0,1,0,2,0,2,0,0,0,0,26,1,0,,,,,,,,
1210,"[-1.08934033 -0.99377781  0.52160567 ... -0.72608328 -0.50163782
  0.8876456 ]",7324520,not_blob,not_blob,train,7324520,2,1.0,1,0,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,,,,,,,,
1211,"[-4.39011584 -5.72839393  5.66087291 ... -5.95002229 -3.42506379
  3.81974182]",7325587,not_blob,not_blob,train,7325587,7,3.0,1,15,1.0,0.2613972291937913,0.32355633344881946,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,25.0,0,1,0,0,0,11,0,5,6,5,1,0,0,0,27,1,0,,,,,,,,
1212,"[-1.16789311 -0.15184066  3.77762514 ... -1.93648505 -0.20855612
  2.51748788]",7326860,not_blob,not_blob,train,7326860,4,1.0,1,0,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,,,,,,,,
1213,"[-21.88912327  -1.1621      32.53456952 ... -25.63204023  -5.57431537
  11.72287603]",7330361,not_blob,not_blob,train,7330361,17,11.0,1,12,0.0,0.46666667,1.0,7,0,6,1,0,0,6,0,1,0,6,1,0,6,0,0.0,1,0,64.0,4,0,2,0,0,7,0,12,1,8,2,2,0,0,72,1,2,,,,,,,,
1214,"[-32.33346828 -17.11155673  26.78921986 ... -26.32384226  12.55541357
  -1.08689774]",7330770,not_blob,not_blob,train,7330770,6,17.0,1,9,26.0,0.33333334,0.84615386,13,0,13,0,0,0,13,0,0,0,5,0,0,0,5,0.0,0,0,67.0,5,1,3,0,0,7,1,6,0,6,2,0,0,0,42,1,0,,,,,,,,
1215,"[-1.50272524 -2.1122911   6.6139026  ... -1.06585616 -1.67450684
 -1.39057291]",7332291,not_blob,not_blob,train,7332291,4,3.0,1,0,3.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0.0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,,,,,,,,
1216,"[-29.20682072 -13.10914068  19.87637447 ... -20.64103688   7.75136337
  -5.77916086]",7336602,not_blob,not_blob,train,7336602,6,12.0,2,11,0.0,0.60714287,0.75,8,0,8,0,0,0,8,0,0,0,2,0,0,0,2,0.0,0,0,50.0,2,1,2,0,0,8,0,6,0,4,3,0,0,0,31,1,0,,,,,,,,
1217,"[-4.0614323  -1.63136736  0.70207885 ... -4.93099332 -1.88898478
  2.11769918]",7337830,not_blob,not_blob,train,7337830,4,2.0,2,4,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,9.0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,17,1,0,,,,,,,,
1218,"[-12.74139849  -7.06743242   8.6994487  ... -13.66524268  -1.1023856
   7.17637323]",7339811,not_blob,not_blob,test,7339811,4,8.0,1,6,0.0,0.6,0.6,5,0,5,0,0,0,5,0,0,0,1,0,0,0,1,0.0,0,0,33.0,1,1,2,0,0,1,0,4,0,3,3,0,0,0,31,1,0,,,,,,,,
1219,"[-14.05853218  -5.70844601  17.55184143 ... -11.4018373    6.6526271
 -11.49095537]",7341316,not_blob,not_blob,train,7341316,3,9.0,1,6,4.0,0.44444445,0.7777778000000001,9,0,9,0,0,0,9,0,0,0,3,0,0,0,3,0.0,0,0,38.0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,29,1,0,,,,,,,,
1220,"[-5.96810678 -3.84472903  8.91848581 ... -9.98492293 -1.62246593
 11.83508748]",7341794,not_blob,not_blob,test,7341794,2,5.0,1,3,0.0,0.6666667,1.0,4,0,4,0,0,0,4,0,0,0,3,1,0,3,0,0.0,3,0,23.0,4,0,0,0,0,3,0,3,0,3,1,0,0,0,20,1,0,,,,,,,,
1221,"[-6.96084554 -3.93809293 10.82844295 ... -7.44910853  4.27614287
 -0.78392453]",7348825,not_blob,not_blob,train,7348825,3,7.0,1,4,0.0,0.6,0.6,5,0,5,0,0,0,5,0,0,0,1,0,0,0,1,0.0,0,0,26.0,1,1,1,0,0,2,1,2,0,2,2,0,0,0,30,1,0,,,,,,,,
1222,"[-4.18689209 -1.93919428  3.41634321 ... -4.60183892 -0.49315482
  5.80452624]",7349490,not_blob,not_blob,train,7349490,2,3.0,2,2,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0.0,1,0,13.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,8,18,0,,,,,,,,
1223,"[ -7.0644087   -2.8655226   22.46951745 ... -12.250953     3.15519903
   3.80613555]",7351641,not_blob,not_blob,train,7351641,8,9.0,2,4,24.0,0.16666667,0.22222222,9,0,8,0,1,0,9,0,0,0,3,0,0,3,0,0.0,0,0,35.0,4,0,0,0,0,1,0,5,0,4,0,0,0,0,35,1,0,,,,,,,,
1224,"[-47.94767353  -5.15825127  44.16066605 ... -55.71809025   8.01403448
 -15.85525252]",7351843,not_blob,not_blob,test,7351843,18,37.0,2,33,74.0,0.15555556,0.46666667,16,0,9,6,1,0,10,0,1,0,12,1,0,12,0,0.0,3,3,148.0,8,0,5,1,0,23,0,35,7,25,3,0,0,0,179,1,2,,,,,,,,
1225,"[-8.99902442 -4.23920333 10.11441492 ... -7.57005821  3.82779915
 -0.42639796]",7356904,not_blob,not_blob,train,7356904,4,7.0,1,4,0.0,0.6,0.6,5,0,5,0,0,0,5,0,0,0,1,0,0,0,1,0.0,0,0,26.0,1,1,1,0,0,2,1,2,0,2,2,0,0,0,26,1,0,,,,,,,,
1226,"[-28.87300155 -10.42373665  17.60488848 ... -42.41447012 -24.97985436
  29.67034014]",7357395,not_blob,not_blob,train,7357395,20,32.0,2,52,23.0,0.35555556,0.35555556,11,0,7,1,3,0,10,0,0,0,5,4,0,5,0,0.0,5,1,131.0,7,10,9,0,2,8,11,47,2,43,4,0,0,0,141,1,0,,,,,,,,
1227,"[-0.36111504 -0.0860919   0.4035446  ...  0.26325643  0.06195819
 -0.73720294]",7361930,not_blob,not_blob,train,7361930,5,2.0,1,3,1.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.0,0,0,7.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,35,0,0,,,,,,,,
1228,"[-12.77698991  -4.97129048  14.4397388  ... -10.45907795   4.66032705
  -2.52236589]",7363484,not_blob,not_blob,test,7363484,4,9.0,1,6,0.0,0.52380955,0.71428573,7,0,7,0,0,0,7,0,0,0,2,0,0,0,2,0.0,0,0,35.0,2,1,1,0,0,3,1,3,0,3,2,0,0,0,30,1,0,,,,,,,,
1229,"[-11.88468007  -7.13299651   5.89734307 ... -14.16169386  -5.20873673
  16.53402606]",7368005,not_blob,not_blob,train,7368005,4,7.0,2,7,8.0,0.1,0.1,5,0,4,0,1,0,5,0,0,0,4,0,0,4,0,0.0,4,0,35.0,4,0,0,0,0,7,2,4,0,4,1,0,0,0,28,1,0,,,,,,,,
1230,"[-1.89989811 -1.35326234  2.27361944 ... -1.75999558 -0.48757723
  1.88192892]",7369379,not_blob,not_blob,train,7369379,10,1.0,1,0,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,,,,,,,,
1231,"[-23.79652509 -24.46296113  63.95521986 ... -53.00994951 -13.90698599
  50.09820452]",7369780,not_blob,not_blob,train,7369780,2,13.0,1,1,66.0,0.07692308,0.07692308,13,0,13,0,0,0,13,0,0,0,7,0,0,7,0,0.0,1,0,92.0,7,0,0,0,0,0,1,9,0,7,0,0,1,0,67,9,0,,,,,,,,
1232,"[-24.9552763   -2.97617595  43.90073156 ... -38.71509094  -0.18941808
  28.38592845]",7370553,not_blob,not_blob,train,7370553,11,25.0,1,12,14.0,0.7777778000000001,0.7777778000000001,13,5,8,4,0,1,9,0,1,0,2,0,0,2,0,0.0,2,6,74.0,13,0,2,1,3,0,0,5,0,5,2,0,0,0,63,1,0,,,,,,,,
1233,"[-3.91637218 -3.24357828  4.87017959 ... -6.0430606  -1.7243918
  7.18796897]",7372146,not_blob,not_blob,train,7372146,1,3.0,1,0,0.0,0.6666667,1.0,3,0,2,0,0,1,3,0,0,0,2,0,0,2,0,0.0,2,0,14.0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,8,10,0,,,,,,,,
1234,"[-0.55349994 -1.1078707   0.28337514 ... -0.55751562 -0.66657364
  1.23273897]",7373964,not_blob,not_blob,test,7373964,1,1.0,1,0,0.0,0.2613972291937913,0.32355633344881946,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,,,,,,,,
1235,"[-0.39137977 -0.82715547 -0.31106281 ... -0.13968822 -0.09491159
 -0.27745754]",7373999,not_blob,not_blob,train,7373999,2,1.0,1,0,0.0,0.2613972291937913,0.32355633344881946,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,,,,,,,,
1236,"[-5.4506852   3.4485964  11.86907642 ... -6.45162778 -5.39377226
  1.70797673]",7374778,not_blob,not_blob,train,7374778,15,5.0,2,5,8.0,0.1,0.1,5,0,1,0,4,0,5,0,0,0,1,0,0,1,0,0.0,1,0,21.0,2,0,0,0,0,2,0,3,0,3,0,0,0,0,44,1,0,,,,,,,,
1237,"[-4.87481569  0.17795411 12.21932998 ... -7.42445815 -0.92430641
  5.56508219]",7375884,not_blob,not_blob,test,7375884,7,5.0,1,5,0.0,0.33333334,0.33333334,4,0,2,1,0,1,3,0,0,0,1,0,0,1,0,0.0,1,0,19.0,3,1,0,0,0,0,0,2,0,2,1,0,0,0,12,16,0,,,,,,,,
1238,"[-1.88003153 -2.80904454  5.96066789 ... -4.37832285  2.24954735
 -0.69586132]",7376354,not_blob,not_blob,test,7376354,6,1.0,2,8,0.0,0.2613972291937913,0.32355633344881946,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,8.0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,15,17,0,,,,,,,,
1239,"[-2.95812332 -0.69930659 10.26248742 ... -6.16730758  0.03262669
 -3.16561262]",7377288,not_blob,not_blob,test,7377288,7,6.0,1,16,0.0,0.6666667,1.0,4,0,3,0,0,1,4,0,0,0,5,0,0,5,0,0.0,3,0,23.0,3,0,2,0,2,0,0,5,0,7,0,0,0,2,43,1,0,,,,,,,,
1240,"[ 0.11351869  0.09953808  0.75142902 ...  0.02762127  0.27578798
 -0.4172399 ]",7377296,not_blob,not_blob,test,7377296,2,1.0,1,0,0.0,0.2613972291937913,0.32355633344881946,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,,,,,,,,
1241,"[ -5.99703055   1.18286024  19.20275397 ... -13.19941239   1.12834036
   2.34398092]",7379244,not_blob,not_blob,train,7379244,9,13.0,1,17,15.0,0.16666667,0.16666667,7,0,3,3,0,1,4,0,0,0,1,0,0,1,0,0.0,1,0,37.0,7,0,5,0,2,2,0,7,0,7,1,0,0,1,33,16,0,,,,,,,,
1242,"[ -4.49683821  -4.33176677   8.09100555 ... -10.64081734  -1.72759816
   8.52051006]",7381518,not_blob,not_blob,test,7381518,3,4.0,2,7,6.0,0.0,0.0,4,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0.0,0,0,16.0,3,0,0,0,0,3,0,1,0,1,0,0,0,0,18,10,0,,,,,,,,
1243,"[-1.42466709 -2.25181344  5.27048862 ... -6.69972834 -1.67895184
  4.00347513]",7381763,not_blob,not_blob,train,7381763,8,2.0,1,0,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,10.0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,12,9,0,,,,,,,,
1244,"[-10.31558646  -7.60059232  19.72283006 ... -20.76068231  -9.8171563
  24.99224506]",7386253,not_blob,not_blob,train,7386253,2,9.0,1,8,0.0,0.7777778000000001,0.7777778000000001,9,0,9,0,0,0,9,0,0,0,1,0,0,1,0,0.0,0,0,30.0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,16,10,0,,,,,,,,
1245,"[ -6.01093304  -0.3707135   10.46036064 ... -17.73899876   0.48934622
  11.53426829]",7387764,not_blob,not_blob,train,7387764,5,11.0,1,9,4.0,0.3,0.3,5,0,4,0,0,1,5,0,0,0,1,0,0,1,0,0.0,1,0,35.0,6,2,1,1,1,3,3,3,2,3,3,0,0,0,25,8,0,,,,,,,,
1246,"[-16.44035716 -18.24676544  18.48541456 ... -30.49187493 -11.69505105
  31.1411518 ]",7391521,not_blob,not_blob,train,7391521,7,11.0,1,18,0.0,0.5555555999999999,0.7777778000000001,11,4,8,2,0,1,9,0,0,0,3,1,1,0,0,2.0,0,7,61.0,10,0,0,0,0,9,0,2,0,6,0,0,1,2,42,9,0,,,,,,,,
1247,"[-1.50099314 -0.71041831  0.98426609 ... -3.43980079 -1.12889948
  3.00908584]",7394017,not_blob,not_blob,train,7394017,2,3.0,1,3,0.0,1.0,1.0,3,0,2,0,1,0,3,0,0,0,1,0,0,1,0,0.0,0,0,12.0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,14,12,0,,,,,,,,
1248,"[-10.54448866  -6.83915816  15.53690112 ... -27.46939182  -3.20081238
  28.34157924]",7394379,not_blob,not_blob,train,7394379,9,14.0,2,8,1.0,0.3888889,0.7777778000000001,10,1,9,1,0,0,9,0,0,0,3,0,0,3,0,0.0,2,0,46.0,7,1,3,0,0,0,2,7,0,5,2,0,0,0,45,17,0,,,,,,,,
1249,"[ -1.60847476  -2.63183081   6.45574597 ... -10.91538222  -1.56623687
   9.00779426]",7395810,not_blob,not_blob,train,7395810,9,6.0,2,4,5.0,0.33333334,0.6666667,6,0,6,0,0,0,6,0,0,0,4,1,1,0,3,0.0,2,0,32.0,3,0,0,0,0,0,0,4,0,4,0,0,1,0,42,17,0,,,,,,,,
1250,"[-1.76492474 -2.96541208  2.18387742 ... -4.38935442 -1.31236593
  5.26248214]",7405705,not_blob,not_blob,train,7405705,2,2.0,1,0,1.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,1,0,0,0,0,1.0,0,0,20.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,38,1,0,,,,,,,,
1251,"[-24.82192332 -20.67734203  19.99048937 ... -55.79358622 -29.56502397
  61.20454647]",7406616,not_blob,not_blob,train,7406616,4,41.0,2,8,91.0,0.0,0.0,14,8,7,0,0,7,14,0,0,0,0,0,0,0,0,0.0,0,16,135.0,11,17,10,0,2,6,35,19,13,15,6,0,1,0,37,1,0,,,,,,,,
1252,"[ 0.71304373  0.48607051  2.50583988 ... -1.81597205  0.19389616
  1.49984637]",7410927,not_blob,not_blob,train,7410927,1,2.0,2,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,8.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,26,0,,,,,,,,
1253,"[-6.32945377 -1.49117495 13.56460944 ... -9.65036128 -3.84467088
  7.07328535]",7412708,not_blob,not_blob,train,7412708,5,2.0,2,6,1.0,0.0,0.0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0.0,0,0,18.0,1,0,0,0,0,7,0,1,0,1,0,0,0,0,22,0,0,,,,,,,,
1254,"[-4.13535677 -2.90759526  1.39268023 ... -5.57356006 -1.82356359
  4.58009854]",7414155,not_blob,not_blob,test,7414155,3,4.0,2,1,0.0,0.6666667,1.0,3,0,2,0,0,1,3,0,0,0,2,0,0,2,0,0.0,1,0,16.0,0,0,0,0,0,0,1,4,0,3,1,0,0,0,20,2,0,,,,,,,,
1255,"[-33.44957652   6.41753526 -35.854293   ... -42.76779106 -37.74612156
   4.90932845]",7418065,not_blob,not_blob,test,7418065,23,31.0,1,35,13.0,0.0,0.0,7,0,3,4,0,0,3,0,0,0,5,0,0,5,0,0.0,2,0,134.0,8,2,8,0,5,0,3,33,0,22,3,0,0,0,82,18,0,,,,,,,,
1256,"[-0.76153236 -0.54285769  0.41634953 ... -1.45868047 -0.7049795
  1.24123032]",7428271,not_blob,not_blob,train,7428271,11,2.0,2,3,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,3,1,1,1,1,0.0,2,0,13.0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,30,25,0,,,,,,,,
1257,"[ -9.40731563  -4.35386385  13.74149124 ... -27.40305913 -12.75857081
  17.41859354]",7429354,not_blob,not_blob,train,7429354,10,20.0,1,21,26.0,0.06666667,0.06666667,8,2,1,2,5,0,6,0,0,0,3,2,2,0,1,0.0,3,4,68.0,12,4,1,0,0,0,9,16,1,14,3,0,0,0,48,1025,0,,,,,,,,
1258,"[-3.28050732 -3.44161924  2.97527542 ... -8.59223306 -0.5892823
  4.16630283]",7434990,not_blob,not_blob,train,7434990,6,2.0,1,3,0.0,0.2613972291937913,0.32355633344881946,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,15.0,1,0,0,1,0,4,0,2,0,1,1,0,0,0,20,16,2,,,,,,,,
1259,"[-3.39838198 -4.23423084  5.46054935 ... -5.59213516 -1.41418044
  7.08192433]",7437145,not_blob,not_blob,train,7437145,5,3.0,1,3,3.0,0.0,0.0,3,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0.0,0,0,9.0,2,0,0,0,0,0,0,0,0,4,0,0,0,2,18,1,0,,,,,,,,
1260,"[ -6.71022518  -2.12204498   2.12445074 ... -14.55026487  -3.34959546
  16.80135515]",7438576,not_blob,not_blob,test,7438576,8,7.0,1,0,21.0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0.0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1033,0,,,,,,,,
1261,"[-11.73098689 -10.93363823  10.83421294 ... -23.19467784  -7.00506365
  29.29907705]",7441078,not_blob,not_blob,train,7441078,3,11.0,2,3,28.0,0.0,0.0,8,1,8,0,0,0,8,0,0,0,0,0,0,0,0,0.0,0,0,33.0,5,0,3,0,0,8,9,0,0,0,1,0,0,0,24,1,0,,,,,,,,
1262,"[-16.87932929  -3.4748254    9.29641763 ... -32.773882    -0.33043869
  11.26431468]",7441493,not_blob,not_blob,train,7441493,17,7.0,2,19,8.0,0.0,0.0,5,1,0,0,3,2,5,0,0,0,1,1,0,1,0,0.0,1,0,49.0,1,0,2,1,0,2,2,9,0,8,1,0,2,0,44,17,0,,,,,,,,
1263,"[-5.13436538 -5.622857    2.40223704 ... -5.04295513 -2.98079702
  8.65013862]",7446120,not_blob,not_blob,train,7446120,4,2.0,1,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,8.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,,,,,,,,
1264,"[-1.511809   -1.413179    2.6546974  ... -2.1207798  -0.66002023
  1.6744947 ]",7446209,not_blob,not_blob,test,7446209,4,2.0,2,2,1.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0.0,0,0,8.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,,,,,,,,
1265,"[ -55.78065383  -47.35737512   93.64699143 ... -107.54113629  -17.85513169
   70.06445266]",7447081,not_blob,not_blob,test,7447081,18,7.0,4,5,10.0,0.0,0.0,5,4,0,1,0,4,4,1,0,0,0,0,0,0,0,0.0,0,0,130.0,4,0,1,0,0,6,0,1,0,1,0,0,4,0,72,1024,0,,,,,,,,
1266,"[-17.91044753  -4.93972262   9.76100184 ... -22.80479768 -21.02484849
   8.99862596]",7450485,not_blob,not_blob,train,7450485,7,9.0,1,16,1.0,0.2613972291937913,0.32355633344881946,2,2,1,1,0,0,1,0,0,0,4,4,0,4,0,0.0,4,3,61.0,0,0,1,3,0,14,4,15,5,13,4,0,0,0,82,1,0,,,,,,,,
1267,"[ -6.88001075  -0.85944609  -1.11961556 ... -10.59276903  -6.95547232
   6.36058527]",7451347,not_blob,not_blob,test,7451347,1,5.0,1,5,0.0,0.2613972291937913,0.32355633344881946,2,2,0,1,0,1,1,0,0,1,1,1,0,1,0,0.0,0,2,20.0,1,0,0,1,0,7,0,2,1,1,2,0,0,0,63,16,0,,,,,,,,
1268,"[ -5.53878614  -5.43020649   7.2823385  ... -10.9421418   -3.75652774
   7.98999494]",7452135,not_blob,not_blob,train,7452135,6,5.0,1,16,0.0,0.2613972291937913,0.32355633344881946,2,2,1,1,0,0,1,0,0,0,4,4,0,4,0,0.0,4,4,28.0,2,0,1,1,0,12,1,11,4,9,1,0,0,0,37,17,0,,,,,,,,
1269,"[-0.32160735 -0.07710958 -0.02123463 ... -2.3934288   0.30568174
  1.8355837 ]",7452272,not_blob,not_blob,train,7452272,8,2.0,2,7,1.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,1,1,1,0,0,0.0,1,1,11.0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,29,1,0,,,,,,,,
1270,"[-23.17427433 -12.28824363  22.55615272 ... -58.6384059  -27.12668864
  67.66804571]",7452621,not_blob,not_blob,train,7452621,1,71.0,1,8,465.0,0.0,0.0,31,31,31,0,0,0,31,0,0,0,0,0,0,0,0,0.0,0,7,129.0,35,1,11,0,19,1,50,7,29,6,1,0,0,0,72,1,0,,,,,,,,
1271,"[-4.86351672 -4.57450347  3.65087947 ... -6.43777013 -1.0880256
  8.87417519]",7454098,not_blob,not_blob,train,7454098,5,3.0,2,10,1.0,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0.0,1,0,20.0,2,0,0,0,0,5,2,3,3,3,0,0,0,0,19,1,0,,,,,,,,
1272,"[-1.42951849 -1.79903063  1.88215683 ... -1.23264731 -0.69228682
  1.76670647]",7455167,not_blob,not_blob,train,7455167,3,3.0,1,1,1.0,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0.0,0,1,14.0,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0,,,,,,,,
1273,"[-1.42261949 -1.81114826  2.08209306 ... -1.37550503 -0.71390113
  1.82249987]",7455354,not_blob,not_blob,train,7455354,3,3.0,1,1,1.0,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0.0,0,1,14.0,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0,,,,,,,,
1274,"[-1.45118698 -1.7549797   1.98130537 ... -1.34370679 -0.71201894
  1.82171512]",7455825,not_blob,not_blob,train,7455825,3,3.0,1,1,1.0,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0.0,0,1,14.0,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0,,,,,,,,
1275,"[-0.3419603  -0.85182893 -0.36658934 ... -0.46082735 -0.7336043
  0.8161609 ]",7457519,not_blob,not_blob,train,7457519,3,1.0,1,0,0.0,0.2613972291937913,0.32355633344881946,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,,,,,,,,
1276,"[-1.40482482 -1.7035071   1.97966459 ... -1.39006382 -0.64215776
  1.76618254]",7457996,not_blob,not_blob,train,7457996,3,3.0,1,1,1.0,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,3,0,0,3,0,0.0,0,1,14.0,1,0,0,0,0,1,0,2,0,3,0,0,0,0,8,1,0,,,,,,,,
