,file,type,cbo,wmc,RM_WMC,dit,rfc,lcom,RM_LCOM5,tcc,lcc,totalMethodsQty,RM_NMD,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,RM_NAD,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,RM_LOC,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,sample_id_x,RM_NADC,RM_ATFD,[NOM] > 15|[NOF] > 15,[NOM] + [NOF] > 20,[CLOC] > 750|[NOM] + [NOF] > 20,([ATFD] > 2) & ([WMC] ≥ 47) & ([TCC] < 0.33),([WMC] ≥ 47) & ([TCC] < 0.3) & ([ATFD] > 5),"[LCOM] ≥ 0,725 & [WMC] ≥ 34 & [NOF] ≥ 8 & [NOM] ≥ 14",[CLOC] > 100|[VG] > 20,([NOM] > 20)|([NOF] > 9)|([CLOC] > 750),ALL,ANY,MAJOR VOTES,parts,label
1240,7899501,class,23,31,33,2,38,0,0.8367,0.4,0.6,8,7,1,4,3,0,1,5,0,0,0,14,14,1,0,14,0,0,0,0,0,248,183,18,0,11,0,1,32,4,39,9,46,2,1,1,8,146,1,3,7899501,0,0,0,1,1,0,0,1,1,1,0,1,1,train,0
1241,6416620,class,4,2,2,1,0,1,0.0,0.0,0.0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,6416620,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1242,5549285,class,3,3,3,2,9,1,0.5,0.0,0.0,3,3,0,3,0,0,0,3,0,0,0,1,1,0,0,1,0,0,1,0,0,29,26,0,0,0,0,0,0,10,9,1,8,0,0,0,0,19,17,0,5549285,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1243,6641988,class,7,4,4,2,6,0,0.0,1.0,1.0,3,2,0,3,0,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,18,15,1,1,0,0,0,0,1,4,0,4,1,0,0,0,27,1,0,6641988,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1244,5158152,class,18,2,2,2,10,1,0.0,0.0,0.0,2,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,1,0,0,0,0,4,1,1,0,1,0,0,0,0,19,17,0,5158152,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1245,7527099,class,6,3,3,2,5,3,1.0,0.0,0.0,3,1,1,1,1,1,0,2,0,1,0,1,1,1,0,1,0,0,1,0,0,15,12,2,0,0,0,0,0,0,4,0,4,0,0,0,0,27,1,0,7527099,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1246,5245618,class,6,29,24,1,9,105,1.0,0.0,0.0,15,14,1,15,0,0,0,15,0,2,0,1,1,1,0,1,0,0,1,0,0,65,62,17,0,11,0,1,7,1,1,1,1,2,0,0,0,54,17,0,5245618,0,0,0,0,0,0,0,1,1,0,0,1,1,train,0
1247,4965107,class,4,28,20,1,9,1,0.0,-1.0,-1.0,2,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,32,30,11,8,4,0,1,2,0,2,1,2,4,0,0,0,50,1,0,4965107,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1248,5603925,class,23,30,30,2,48,131,1.0196,0.05147059,0.05147059,18,14,0,10,1,6,1,17,0,0,0,12,12,11,11,1,0,0,11,0,0,153,139,10,0,12,0,1,2,17,37,1,33,1,0,0,0,102,1,0,5603925,0,0,1,1,1,0,0,1,1,1,0,1,1,train,0
1249,6261774,class,1,4,4,1,0,2,0.8889,0.33333334,0.33333334,4,2,0,4,0,0,0,4,0,0,0,3,3,0,0,3,0,0,0,0,0,19,14,4,0,0,0,0,0,0,3,0,3,0,0,0,0,51,1,0,6261774,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1250,4694033,class,7,11,9,2,7,1,0.5,0.33333334,0.33333334,3,1,0,3,0,0,0,3,0,0,0,2,2,0,0,2,0,0,0,0,0,35,31,1,2,5,0,0,0,0,10,0,7,5,0,0,0,32,1,0,4694033,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
1251,6301436,class,10,6,6,1,9,3,1.0,0.0,0.0,3,3,0,3,0,0,0,3,0,0,0,1,1,1,0,1,0,0,1,0,0,37,11,1,0,2,0,0,3,1,2,2,1,1,0,1,0,37,1,0,6301436,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1252,9537015,class,14,20,19,1,7,22,0.4167,0.30769232,0.30769232,13,11,2,13,0,0,0,14,0,0,0,1,1,0,0,0,0,1,0,0,6,68,62,12,0,0,0,0,7,2,6,2,6,1,0,0,0,88,1,0,9537015,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1253,4304469,class,6,2,4,2,1,1,1.1667,0.0,0.0,2,3,0,2,0,0,0,2,0,0,0,1,2,1,0,1,0,0,0,0,0,16,12,0,0,0,0,0,0,0,1,0,1,0,0,1,0,25,1,0,4304469,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
1254,9191083,class,6,3,3,2,1,1,0.5,0.33333334,0.33333334,3,1,0,3,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,0,0,13,10,1,0,0,0,0,0,0,2,0,1,0,0,0,0,47,1,0,9191083,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1255,4283493,class,7,7,7,2,11,0,0.5,0.0,0.0,3,3,0,0,0,3,0,3,0,0,0,4,4,1,0,4,0,0,1,0,0,38,32,0,0,2,1,0,1,2,7,0,6,2,0,0,0,26,1,1,4283493,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1256,9104309,interface,7,6,6,1,0,15,0.0,0.0,0.0,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,9104309,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1257,4834610,class,4,3,3,2,4,1,0.0,0.0,0.0,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,1,0,1,0,0,0,0,2,0,2,1,0,0,0,18,1,0,4834610,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1258,7048486,class,2,3,3,1,4,0,2.0,1.0,1.0,2,1,0,2,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,1,15,12,3,0,0,0,0,1,2,3,0,3,1,0,0,0,28,2,0,7048486,0,1,0,0,0,0,0,0,0,0,0,0,0,train,0
1259,5175864,class,9,4,4,2,15,3,1.0,0.0,0.0,3,3,0,3,0,0,0,3,0,0,0,1,1,1,0,1,0,0,1,0,0,35,32,2,0,0,1,0,12,3,12,0,10,1,0,0,0,36,1,1,5175864,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
1260,3923939,class,9,54,46,1,53,1,0.0,0.0,0.0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,254,252,0,16,0,0,0,0,38,44,4,32,5,0,0,0,54,10,0,3923939,0,12,0,0,0,0,0,0,1,0,0,1,1,train,0
1261,4453800,class,14,10,6,2,8,5,1.0,0.33333334,0.4,6,2,0,6,0,0,0,6,0,0,0,2,2,0,0,0,2,0,1,0,0,40,19,4,0,3,1,0,1,2,9,1,6,1,0,0,0,40,1025,0,4453800,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1262,6571855,class,11,33,33,2,26,131,0.9338,0.066176474,0.13235295,18,13,0,17,1,0,0,17,0,0,0,8,8,1,0,8,0,0,1,0,0,121,111,16,2,12,0,0,1,1,23,4,19,3,0,0,0,85,1025,0,6571855,0,0,1,1,1,0,0,1,1,0,0,1,1,train,1
1263,9095266,class,17,15,15,2,20,0,0.75,1.0,1.0,8,6,1,7,1,0,0,7,0,0,0,4,4,0,0,4,0,0,1,0,0,48,42,7,0,1,0,4,0,0,8,0,6,3,0,0,0,40,17,0,9095266,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1264,5330785,class,5,14,14,1,9,0,1.0769,1.0,1.0,14,13,0,14,0,0,0,14,0,0,0,2,2,0,0,2,0,0,2,0,0,47,43,12,0,0,0,0,0,0,2,0,2,0,0,0,0,21,10,0,5330785,0,2,0,0,0,0,0,1,0,0,0,1,0,train,0
1265,6266289,class,9,8,8,2,16,11,0.8571,0.23809524,0.2857143,7,5,0,5,0,2,0,7,0,0,0,7,7,0,0,7,0,0,0,0,0,56,47,2,0,1,0,0,7,1,16,0,11,1,0,0,0,113,1,0,6266289,0,0,0,0,0,0,0,0,0,0,0,0,0,train,1
1266,8217946,class,1,5,5,1,6,10,0.0,0.0,0.0,5,5,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,5,0,0,0,0,5,0,0,0,0,0,0,0,0,21,10,0,8217946,1,1,0,0,0,0,0,0,0,0,0,0,0,train,0
1267,8491397,interface,11,42,42,1,0,861,0.0,0.0,0.0,42,42,0,4,0,0,38,42,0,0,0,0,0,0,0,0,0,0,0,0,0,44,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1,0,8491397,0,0,1,1,1,0,0,1,1,1,0,1,1,train,0
1268,7538561,class,1,2,2,1,0,0,1.3333,-1.0,-1.0,2,0,0,1,1,0,0,1,0,0,0,3,3,2,2,1,0,0,2,0,0,11,6,1,0,0,0,0,2,0,3,0,3,0,0,0,0,23,17,0,7538561,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
1269,9483193,class,4,1,1,1,1,0,0.0,-1.0,-1.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1025,0,9483193,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
1270,5058759,class,2,8,7,1,12,3,1.0,0.0,0.0,3,2,2,2,1,0,0,2,0,0,0,1,1,1,0,1,0,0,1,0,1,31,28,4,1,1,1,0,1,4,6,0,6,3,0,0,0,24,17,0,5058759,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
1271,9102911,class,10,7,6,2,8,1,0.0,0.0,0.0,2,2,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,4,1,2,0,0,4,3,3,0,3,4,0,0,0,23,1025,0,9102911,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1272,7633445,class,6,12,12,1,4,0,1.5,0.6666667,1.0,3,1,0,3,0,0,0,3,0,0,0,4,4,0,0,4,0,0,1,0,0,40,34,6,0,3,0,1,0,5,8,3,5,3,0,0,0,22,10,0,7633445,0,4,0,0,0,0,0,0,0,0,0,0,0,test,0
1273,7689561,class,2,29,29,1,3,0,0.525,0.6944444,1.0,9,3,0,8,0,0,1,9,0,0,0,5,5,0,0,5,0,0,5,0,0,67,60,20,0,16,0,8,5,6,13,11,8,2,0,0,0,28,0,0,7689561,0,0,0,0,0,0,0,0,1,0,0,1,1,train,0
1274,4928800,interface,6,6,6,1,6,0,1.0,0.0,0.0,2,2,1,1,0,0,1,2,0,0,0,1,1,1,0,0,0,1,1,0,0,46,19,3,1,2,0,0,0,1,6,0,6,3,0,1,1,34,1,0,4928800,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
1275,4191189,class,5,6,6,1,8,3,1.5,0.0,0.0,3,3,0,3,0,0,0,3,0,0,0,1,1,1,1,0,0,0,1,0,0,26,23,4,0,1,0,1,3,1,4,1,4,2,0,0,0,36,1,0,4191189,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1276,4199164,class,20,61,40,2,74,3,0.8274,0.0,0.0,7,7,0,1,5,1,0,2,0,0,0,28,28,2,1,27,0,0,2,0,0,140,110,8,0,44,1,0,14,1,18,1,39,2,0,0,1,213,1,3,4199164,0,0,1,1,1,0,0,1,1,1,0,1,1,train,1
1277,6685037,class,3,5,4,2,2,0,1.9946,0.0,0.0,2,1,1,1,1,0,0,2,0,0,0,372,372,372,370,2,0,0,1,0,0,388,11,1,0,1,1,0,1,0,3,0,372,2,0,0,0,341,1,0,6685037,0,0,1,1,1,0,0,1,0,1,0,1,0,train,0
1278,8044367,class,6,8,8,2,4,28,1.1429,0.0,0.0,8,0,0,8,0,0,0,8,0,0,0,8,8,0,0,8,0,0,8,0,0,34,24,8,0,0,0,0,1,7,8,0,8,0,0,0,0,23,1,0,8044367,1,8,0,0,0,0,0,1,0,0,0,1,0,train,0
1279,4281055,class,4,3,3,2,5,0,0.0,-1.0,-1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,1,0,1,0,0,2,0,2,1,2,1,0,0,0,28,9,0,4281055,0,1,0,0,0,0,0,0,0,0,0,0,0,train,0
1280,7561940,class,4,8,8,1,2,2,0.625,0.4,0.6,5,3,0,5,0,0,0,5,0,0,0,2,2,0,0,2,0,0,0,0,0,25,21,3,0,3,0,1,3,0,2,1,2,1,0,0,0,26,1,0,7561940,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
1281,7356691,class,12,21,21,2,31,6,1.0,0.0,0.0,4,3,0,4,0,0,0,4,0,0,0,2,2,1,0,2,0,0,2,0,0,84,80,3,0,10,0,8,11,8,33,0,22,2,0,0,0,74,17,0,7356691,0,0,0,0,0,0,0,0,1,0,0,1,1,train,1
1282,4394144,interface,6,25,25,1,0,300,0.0,0.0,0.0,25,25,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17,1,0,4394144,0,0,1,1,1,0,0,1,1,1,0,1,1,train,0
1283,3779095,class,9,4,4,2,11,1,1.5,0.33333334,0.33333334,3,2,0,3,0,0,0,3,0,0,0,2,2,0,0,2,0,0,0,0,0,25,21,1,0,1,0,1,2,1,5,0,5,1,0,0,0,25,9,0,3779095,0,4,0,0,0,0,0,0,0,0,0,0,0,train,0
1284,5802620,class,6,4,4,2,11,3,0.0,0.0,0.0,3,2,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,0,0,0,0,0,4,0,1,1,1,1,0,0,0,20,2,0,5802620,0,2,0,0,0,0,0,0,0,0,0,0,0,train,0
1285,4455297,class,19,134,123,1,53,1059,1.0172,0.24886878,0.47511312,59,57,1,51,7,1,0,52,0,4,0,8,8,0,0,8,0,0,0,0,0,494,484,63,0,58,1,32,0,49,74,0,13,2,0,0,0,87,25,0,4455297,0,2,1,1,1,0,0,1,1,1,0,1,1,train,1
1286,5819659,class,9,105,105,1,15,0,0.0,1.0,1.0,34,33,0,33,1,0,0,33,0,0,0,1,1,0,0,1,0,0,1,0,10,279,276,15,0,61,0,1,0,0,39,0,39,3,0,0,0,73,1,0,5819659,0,0,1,1,1,0,0,1,1,1,0,1,1,train,0
1287,8728960,class,4,5,5,1,1,6,0.0,0.0,0.0,4,3,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,3,0,0,1,0,1,0,3,0,1,1,0,0,0,17,9,0,8728960,0,2,0,0,0,0,0,0,0,0,0,0,0,train,0
1288,7992251,class,8,8,8,2,4,28,1.1429,0.0,0.0,8,0,0,8,0,0,0,8,0,0,0,8,8,0,0,8,0,0,8,0,0,34,24,8,0,0,0,0,1,7,8,0,8,0,0,0,0,25,1,0,7992251,1,8,0,0,0,0,0,1,0,0,0,1,0,train,0
1289,5461682,interface,3,5,5,1,0,10,0.0,0.0,0.0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,5461682,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1290,8232375,class,2,2,2,1,0,0,0.0,1.0,1.0,2,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,9,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,7,1025,0,8232375,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
1291,4131952,class,24,145,126,2,55,1085,0.9527,0.064313725,0.13411765,55,53,17,51,4,0,0,51,0,0,0,9,9,8,3,6,0,0,9,0,35,664,464,79,29,34,0,19,11,109,99,60,72,5,3,3,2,316,1,0,4131952,0,0,1,1,1,0,0,1,1,1,0,1,1,test,1
1292,8346167,class,9,13,13,2,9,0,0.75,0.3,0.3,5,3,0,1,0,1,3,5,0,0,0,1,1,0,0,1,0,0,0,0,0,43,40,3,0,4,0,2,0,0,11,0,8,2,0,0,0,49,1025,0,8346167,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
1293,5491608,class,3,11,10,2,0,25,0.7778,0.22222222,0.46666667,10,1,0,8,0,2,0,10,0,0,0,3,3,0,0,1,2,0,0,0,0,38,33,4,0,1,0,0,0,0,5,0,3,0,0,0,0,29,1,0,5491608,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1294,8190652,class,8,15,15,2,12,4,0.75,0.3,0.6,5,2,0,5,0,0,0,5,0,0,0,4,4,0,0,4,0,0,0,0,0,66,60,0,0,5,1,2,2,1,12,0,9,2,0,0,0,64,1,0,8190652,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1295,8043430,class,6,11,8,1,12,0,0.3333,1.0,1.0,4,3,0,2,2,0,0,2,0,0,0,1,1,0,0,1,0,0,1,0,0,41,38,4,3,0,0,0,0,0,4,0,4,4,0,0,0,21,1,0,8043430,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1296,9079412,class,3,8,8,2,1,0,1.3333,0.5,0.5,4,2,0,1,0,0,3,4,0,0,0,1,1,0,0,0,0,1,0,0,0,19,16,3,0,4,0,0,0,1,3,0,2,0,0,0,0,13,8,0,9079412,0,1,0,0,0,0,0,0,0,0,0,0,0,train,0
1297,6522676,class,8,8,7,2,8,0,0.8333,1.0,1.0,2,1,0,2,0,0,0,2,0,0,0,6,6,3,1,5,0,0,5,0,0,33,25,1,1,3,0,1,7,0,8,0,7,2,0,0,0,59,1,1,6522676,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1298,4865733,class,4,8,8,1,0,10,0.7143,0.32142857,0.75,8,0,0,8,0,0,0,8,0,0,0,3,3,0,0,3,0,0,0,0,0,30,25,3,0,0,0,0,2,0,6,0,3,0,0,0,0,16,1,0,4865733,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1299,5689800,class,3,7,7,2,12,6,1.3333,0.0,0.0,4,3,0,2,0,2,0,4,0,0,0,1,1,1,0,1,0,0,1,0,0,28,25,3,0,1,1,2,1,2,3,0,3,2,0,0,0,25,1,0,5689800,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1300,6541577,class,7,10,10,2,9,20,0.75,0.22222222,0.41666666,9,4,0,8,0,1,0,9,0,0,0,3,3,0,0,0,3,0,0,0,0,33,28,5,0,1,0,0,10,0,4,1,3,1,0,0,0,46,1,0,6541577,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
1301,4240751,class,7,8,8,1,5,0,0.0,1.0,1.0,6,5,0,6,0,0,0,6,0,2,0,1,1,0,0,1,0,0,1,0,0,56,28,7,0,1,0,2,3,1,3,2,3,1,0,1,0,31,1,0,4240751,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
1302,6279768,class,18,22,21,2,28,18,0.8,0.14285715,0.1904762,9,8,0,5,2,0,2,7,0,0,0,5,5,1,0,5,0,0,3,0,3,290,101,2,1,2,4,0,1,4,16,1,12,2,1,3,0,79,1,2,6279768,0,0,0,0,0,0,0,0,1,0,0,1,1,test,1
1303,6334421,class,50,47,45,2,110,66,1.0364,0.0,0.0,12,12,0,12,0,0,0,12,0,0,0,5,5,4,0,5,0,0,4,0,2,369,362,9,2,18,9,1,109,4,94,0,84,5,3,0,0,113,1,0,6334421,0,0,0,0,0,0,0,1,1,0,0,1,1,train,0
1304,8808076,class,6,5,5,2,8,1,0.0,0.0,0.0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0,0,0,0,0,0,4,5,0,4,1,0,0,0,19,10,0,8808076,0,1,0,0,0,0,0,0,0,0,0,0,0,train,0
1305,9249010,class,2,2,2,1,0,1,0.0,0.0,0.0,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12,1,0,9249010,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
1306,4665122,class,14,26,24,1,9,58,0.875,0.12820514,0.12820514,13,11,0,13,0,0,0,13,0,0,0,2,2,1,0,1,0,1,1,0,4,148,116,12,5,0,5,0,3,0,17,2,13,2,1,1,0,48,0,0,4665122,0,0,0,0,0,0,0,0,1,0,0,1,1,train,1
1307,9366675,class,3,3,3,1,3,0,0.0,-1.0,-1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2,0,0,0,0,1,2,0,0,0,1,0,0,0,7,10,0,9366675,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1308,5818363,class,2,10,10,1,3,45,0.0,0.0,0.0,10,9,9,9,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,2,31,29,9,0,0,0,0,9,0,0,2,0,0,0,0,0,51,9,0,5818363,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1309,8913163,class,4,4,4,2,1,6,1.3333,0.0,0.0,4,2,1,3,0,1,0,4,0,0,0,1,1,1,0,1,0,0,1,0,1,15,12,2,0,0,0,0,1,1,1,0,1,0,0,0,0,18,1025,0,8913163,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
1310,8561476,class,3,2,2,2,3,1,2.0,0.0,0.0,2,1,0,0,0,1,1,2,0,0,0,2,2,2,0,2,0,0,2,0,0,11,7,1,0,0,0,0,1,1,2,0,2,0,0,0,0,30,8,0,8561476,0,2,0,0,0,0,0,0,0,0,0,0,0,train,0
1311,6255385,class,5,4,4,1,1,2,0.8889,0.33333334,0.33333334,4,2,0,4,0,0,0,4,0,0,0,3,3,1,0,3,0,0,1,0,0,17,12,2,0,0,0,0,0,1,3,0,3,0,0,0,0,21,1,0,6255385,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
1312,8209082,class,0,7,7,1,0,21,1.0,0.0,0.0,7,5,7,6,0,1,0,7,0,0,0,2,2,2,1,0,1,0,0,0,0,20,16,2,0,0,0,0,1,0,0,0,2,0,0,0,0,21,1,0,8209082,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1313,4757087,class,12,6,6,1,17,0,0.8889,0.5,0.5,4,2,0,4,0,0,0,4,0,0,0,3,3,2,1,2,0,0,2,0,0,33,28,2,1,0,1,0,4,0,11,1,11,2,0,0,0,56,1,1,4757087,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1314,7323687,class,5,3,3,2,1,0,0.5,0.6666667,1.0,3,0,0,3,0,0,0,3,0,0,0,2,2,0,0,2,0,0,2,0,0,16,12,2,0,0,0,0,1,0,2,0,2,0,0,0,0,26,1,0,7323687,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1315,7736145,class,34,33,33,10,44,130,0.9375,0.022058824,0.022058824,17,17,17,17,0,0,0,17,0,0,0,2,2,2,0,1,0,1,2,0,16,393,177,16,0,2,12,4,13,3,24,8,23,2,2,10,0,141,1,4,7736145,0,0,1,0,0,0,0,1,1,0,0,1,1,train,0
1316,7886445,class,5,10,9,1,14,1,0.0,0.0,0.0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,46,44,0,2,0,0,0,0,7,9,0,7,3,0,0,0,25,10,0,7886445,0,2,0,0,0,0,0,0,0,0,0,0,0,train,0
1317,9322007,class,4,2,2,2,1,1,0.0,0.0,0.0,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,9322007,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
1318,7680525,class,3,10,12,1,8,1,0.0,0.0,0.0,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,42,40,2,2,2,2,0,5,1,10,0,7,4,0,0,0,32,1,0,7680525,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1319,7216175,class,5,8,13,1,7,9,0.8864,0.1,0.1,6,7,0,5,1,0,0,5,0,0,0,2,4,0,0,2,0,0,2,0,0,52,40,1,1,0,0,0,0,0,5,0,3,1,0,1,0,33,1,0,7216175,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
1320,8727011,class,8,5,5,1,16,1,1.0,0.0,0.0,2,2,2,1,0,0,1,2,0,0,0,1,1,1,0,0,0,1,0,0,1,38,35,1,1,0,1,0,5,2,9,0,10,2,0,0,1,35,1,0,8727011,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1321,6268790,interface,3,3,3,1,0,3,1.5,0.0,0.0,3,3,0,0,0,0,3,3,0,0,0,1,1,0,0,0,0,1,0,0,0,14,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0,101,1,0,6268790,0,0,0,0,0,0,0,0,0,0,0,0,0,test,0
1322,8539645,class,3,2,2,2,0,0,0.0,1.0,1.0,2,0,0,2,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,9,6,1,0,0,0,0,1,0,1,0,1,0,0,0,0,10,1,0,8539645,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1323,3763661,class,4,21,21,2,1,116,0.905,0.12857144,0.73333335,21,10,0,20,0,1,0,21,0,0,0,10,10,0,0,10,0,0,0,0,0,84,72,20,0,0,0,0,11,0,10,2,10,0,0,0,0,155,1,0,3763661,0,0,1,1,1,0,0,1,1,1,0,1,1,test,0
1324,5735198,class,36,54,48,2,38,13,0.881,0.26666668,0.26666668,7,7,2,2,1,4,0,6,0,0,0,7,7,2,2,0,5,0,0,0,4,136,127,4,7,15,0,8,17,8,55,8,44,3,0,0,0,140,1,0,5735198,0,0,0,0,0,0,0,1,1,0,0,1,1,test,1
1325,6612013,class,9,7,9,2,21,3,0.7778,1.0,1.0,7,7,0,0,3,4,0,4,0,0,0,3,3,0,0,0,0,3,0,0,0,58,53,0,0,0,0,0,2,3,5,0,6,0,1,0,0,45,1,0,6612013,0,0,0,0,0,0,0,0,0,0,0,0,0,train,0
1326,9483823,class,7,7,7,2,6,3,1.1667,0.42857143,1.0,7,6,0,7,0,0,0,7,0,0,0,4,4,0,4,0,0,0,0,0,0,35,29,5,0,0,0,2,8,2,5,0,4,0,0,0,0,35,9,0,9483823,0,4,0,0,0,0,0,0,0,0,0,0,0,test,0
1327,5937629,class,10,29,27,2,33,21,0.0,0.0,0.0,7,6,4,7,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,4,103,101,7,2,18,1,10,28,0,16,0,10,2,0,0,0,35,1,0,5937629,0,0,0,0,0,0,0,0,1,0,0,1,1,train,0
1328,6879905,class,13,6,6,2,1,9,1.2,0.2,0.4,6,2,0,5,0,0,1,6,0,0,0,3,3,0,3,0,0,0,3,0,0,25,20,5,0,0,0,0,0,0,3,0,3,0,0,0,0,21,9,0,6879905,0,4,0,0,0,0,0,0,0,0,0,0,0,test,0
