,embedding,name,label_x,parts,sample_id,constructor,line,cbo,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
1213,"[-3.52734035 -1.12553927 -5.1928066  ... -1.82747871 -1.23125263
 -2.84644733]",7095948,not_lm,test,7095948,0.0,421.0,0.0,2.0,2.0,21.0,0.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,7.0,15.0,1.0,0.0,0.0,68.0,4.0,0.0,1.0
1214,[-1.0811222 -1.4585574  2.3597348 ... -2.3215842 -1.4859763  3.4177613],7097449,not_lm,train,7097449,0.0,281.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,33.0,0.0,1.0
1215,"[ 0.11526954 -2.586914    5.69152    ... -5.1415267   0.2753189
  5.6083393 ]",7107337,not_lm,train,7107337,0.0,680.0,2.0,6.0,8.0,13.0,3.0,3.0,2.0,8.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,12.0,2.0,0.0,0.0
1216,[-0.5980867  2.9712474 -1.4558139 ... -5.831351  -1.205829  -1.6362038],7108794,not_lm,train,7108794,0.0,831.0,0.0,4.0,1.0,15.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,34.0,10.0,0.0,1.0
1217,"[-2.176096   -1.473864    1.6265931  ... -4.281271   -0.50509155
  2.7926893 ]",7110627,not_lm,test,7110627,0.0,212.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,1.0
1218,"[ 1.499864   -2.324339    1.7047246  ... -5.523533   -0.98747337
  2.8623161 ]",7110712,not_lm,train,7110712,0.0,952.0,1.0,4.0,3.0,10.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,23.0,9.0,0.0,1.0
1219,"[ -7.27882853   0.36106326   1.99730524 ... -13.83201729  -0.96667821
   7.28720522]",7111061,not_lm,train,7111061,0.0,288.0,4.0,1.0,5.0,22.0,0.0,3.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0,2.0,0.0,41.0,2.0,0.0,0.0
1220,"[ 1.0903238   1.4280484   0.39424628 ... -1.4072305  -2.0381975
 -0.22666657]",7113719,not_lm,train,7113719,0.0,112.0,4.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,1.0
1221,[-4.3937    -2.6749358  2.6487923 ... -7.250876  -2.8942971  5.297192 ],7114027,not_lm,train,7114027,0.0,276.0,0.0,3.0,3.0,14.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,31.0,9.0,0.0,1.0
1222,"[-5.75603091 -1.93246438  3.90356176 ... -4.47919729  0.69800067
 -0.86676735]",7114490,not_lm,train,7114490,0.0,831.0,2.0,3.0,6.0,9.0,0.0,0.0,2.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,94.0,1.0,0.0,1.0
1223,"[-0.99887633 -1.0317664   2.3888757  ... -2.939186   -1.1681411
  3.2726126 ]",7115420,not_lm,test,7115420,0.0,163.0,0.0,2.0,2.0,6.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,1.0,0.0,1.0
1224,[-5.687337  -2.6045468  3.1142766 ... -9.344447  -1.886788   8.506605 ],7117242,not_lm,train,7117242,1.0,394.0,1.0,6.0,0.0,22.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,6.0,11.0,2.0,2.0,0.0,0.0,55.0,1.0,0.0,1.0
1225,"[-2.0088062  -0.7229823   3.0544848  ... -2.3615358   0.14162347
  1.5164839 ]",7119679,not_lm,test,7119679,0.0,105.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0
1226,"[-0.53749543  0.20555308  3.053266   ... -1.1423786   1.0645511
  0.692791  ]",7120110,not_lm,train,7120110,0.0,91.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0
1227,[-3.189796  -0.269714   1.5524364 ... -4.649756   0.3021815 -1.5277331],7121075,not_lm,test,7121075,0.0,89.0,2.0,1.0,4.0,3.0,0.0,0.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0
1228,"[ -2.03516178  -7.22031286   4.27077419 ... -13.04526495   3.75646773
   5.01261579]",7131047,not_lm,train,7131047,0.0,214.0,2.0,4.0,3.0,13.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0
1229,[-3.423117  -1.5899655  2.6984296 ... -2.9805408 -0.3079231  3.893127 ],7136727,not_lm,train,7136727,0.0,241.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
1230,"[-2.9672441  -0.9965819   2.1334963  ... -4.450049   -0.28879932
  2.804749  ]",7137322,not_lm,train,7137322,0.0,95.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
1231,"[ -6.574337     0.05327326  -3.0275254  ...  -8.325508     2.4370465
 -18.418003  ]",7138422,not_lm,train,7138422,1.0,44.0,3.0,1.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
1232,"[-4.8454094  -2.5189066   2.7835808  ... -8.363625   -0.03926337
  3.0596523 ]",7141052,not_lm,test,7141052,0.0,246.0,2.0,7.0,7.0,17.0,3.0,4.0,1.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,18.0,10.0,0.0,0.0
1233,[-2.9761274 -2.3897955  5.1432853 ... -9.611207  -0.4978875  6.269628 ],7141504,not_lm,train,7141504,0.0,86.0,3.0,2.0,1.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0
1234,"[-1.0439065  -1.2066785   2.7755766  ... -1.1183265  -0.36764285
  0.3548652 ]",7142098,not_lm,train,7142098,0.0,436.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0
1235,"[-0.68331105 -2.9185603   3.8722825  ... -4.9959292   1.2382303
  2.0119748 ]",7144792,not_lm,train,7144792,1.0,35.0,0.0,1.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
1236,[-0.8729907 -1.2539742  2.1121883 ... -1.4433264 -1.2217232  2.0593169],7155736,not_lm,test,7155736,0.0,988.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
1237,"[-0.08757098 -2.63815997  1.7519687  ... -2.46727154 -0.09577221
  1.54794259]",7156185,not_lm,train,7156185,0.0,97.0,2.0,2.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,15.0,1.0,0.0,1.0
1238,"[-1.1294775  -0.39947778 -0.6613062  ... -2.9624076   0.7422404
  1.1604933 ]",7156819,not_lm,train,7156819,0.0,1939.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0
1239,"[-2.11160678 -2.21867466  3.25491118 ... -3.99919284  0.50365355
  3.62818967]",7158488,not_lm,train,7158488,0.0,6620.0,1.0,2.0,2.0,8.0,2.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,14.0,16.0,0.0,0.0
1240,[-2.1053615 -2.2584057  2.0387053 ... -2.7639136 -0.8415123  3.3651478],7164951,not_lm,train,7164951,0.0,74.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0
1241,"[-2.46555831  0.16120673 -4.91660789 ... -3.14426025  0.977412
 -4.32706697]",7168092,not_lm,train,7168092,0.0,228.0,4.0,1.0,4.0,8.0,0.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,26.0,1.0,0.0,1.0
1242,"[-0.6753706   0.2725497   2.3810484  ... -3.3610902   0.31933793
  2.2341201 ]",7172860,not_lm,train,7172860,0.0,15.0,1.0,3.0,3.0,5.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0
1243,"[-6.12284222  1.46141686 -0.77287234 ... -9.75692903 -7.55610417
  2.74823593]",7180104,not_lm,train,7180104,0.0,344.0,4.0,7.0,9.0,24.0,1.0,3.0,4.0,9.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,4.0,1.0,1.0,0.0,0.0,45.0,2.0,0.0,1.0
1244,"[-0.01321728 -0.53814573  1.69061026 ... -2.78097485 -1.55836868
  2.06925115]",7185831,not_lm,test,7185831,0.0,38.0,2.0,1.0,6.0,6.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,1.0
1245,[ 0.7636371 -3.7976155 -1.4954011 ... -3.1531591 -1.6957111 -3.7191668],7186067,not_lm,train,7186067,0.0,103.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0
1246,"[ 0.13913333 -0.01102722  1.9180479  ... -1.4281213   0.4434314
 -0.96906054]",7186496,not_lm,test,7186496,0.0,37.0,2.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,1.0
1247,[-2.2430794 -1.8165727  0.8869325 ... -1.793541  -2.8614538  2.1948276],7187010,not_lm,train,7187010,0.0,79.0,1.0,1.0,2.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,1.0
1248,[-2.615344  -1.9451787  0.8256632 ... -2.0003476 -2.2184505  2.3362992],7195523,not_lm,train,7195523,0.0,67.0,1.0,1.0,2.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,1.0
1249,"[ 1.0696707  -0.9468887   1.5153923  ... -1.5340813   0.30563834
  0.7570652 ]",7196750,not_lm,train,7196750,0.0,123.0,2.0,1.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
1250,"[-2.352666   -2.815042    2.3704107  ... -3.7168853  -0.26336503
  4.556401  ]",7196784,not_lm,train,7196784,0.0,479.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
1251,[-1.9880141 -2.3186836  2.6594875 ... -3.4269314 -1.0140641  2.6437078],7197017,not_lm,train,7197017,0.0,187.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,0.0,0.0
1252,"[-2.42530109 -0.033107    3.78923649 ... -6.96256578 -5.1578248
  2.8306784 ]",7197198,not_lm,train,7197198,0.0,146.0,3.0,2.0,8.0,11.0,0.0,2.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,62.0,10.0,0.0,1.0
1253,"[ 0.3865072   0.2505095   0.45540333 ... -1.8845758  -0.6865263
 -0.6924511 ]",7197234,not_lm,train,7197234,0.0,58.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
1254,"[-1.4510734  -2.743212    0.89842135 ... -4.94648    -1.9919707
  2.5413935 ]",7198476,not_lm,train,7198476,0.0,288.0,2.0,2.0,6.0,12.0,0.0,2.0,1.0,6.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,13.0,1.0,1.0,0.0
1255,"[ 1.0270798   0.08986479  0.7773613  ... -1.784749    0.23099849
  0.21245766]",7198785,not_lm,test,7198785,0.0,75.0,2.0,1.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
1256,"[ 1.4259791  -1.2457876   1.5519243  ... -1.7790487   0.26480982
  0.59892344]",7204338,not_lm,train,7204338,0.0,64.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
1257,"[-1.7763617  -1.78841478  2.5514974  ... -3.05495673 -0.36613279
  4.05018222]",7204508,not_lm,train,7204508,0.0,18.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0
1258,"[-1.50578219 -1.83804846  2.76242411 ... -3.50503504 -1.37382635
  2.39752591]",7204833,not_lm,train,7204833,0.0,19.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0
1259,"[-2.5088549  -1.7251306   0.86247396 ... -1.9905655  -2.5795186
  2.1202762 ]",7205348,not_lm,train,7205348,0.0,54.0,1.0,1.0,2.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,1.0
1260,"[ 0.8407789   0.10337561  0.0978151  ... -1.534967   -1.0694578
 -1.1215903 ]",7205422,not_lm,train,7205422,0.0,121.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
1261,"[ 0.8136372   0.02522564  1.5088035  ... -1.5683746   1.015131
  0.74052846]",7205731,not_lm,train,7205731,0.0,39.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
1262,"[ 0.54969025 -0.5023737   2.0211031  ... -5.427106   -2.0138645
 -0.391747  ]",7205803,not_lm,train,7205803,0.0,597.0,3.0,3.0,2.0,7.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0
1263,"[-2.352666   -2.815042    2.3704107  ... -3.7168853  -0.26336503
  4.556401  ]",7207168,not_lm,train,7207168,0.0,126.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
1264,"[ 0.98443645 -0.44481394  1.1445799  ... -1.6782019  -0.39674142
  0.42651796]",7207869,not_lm,train,7207869,0.0,48.0,1.0,1.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
1265,"[-2.9597955  -0.46461615  1.6378762  ... -3.4517913  -1.2315109
 -0.6810255 ]",7209681,not_lm,train,7209681,0.0,995.0,5.0,1.0,1.0,3.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,0.0,1.0
1266,"[-1.6733482   0.22796911  1.2305338  ... -2.5584154  -1.6980318
  2.099313  ]",7210387,not_lm,train,7210387,0.0,445.0,2.0,2.0,3.0,6.0,0.0,1.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,30.0,1.0,0.0,1.0
1267,"[-5.32302603  4.88527451  1.52777459 ... -6.44575249  0.30522369
 -2.27008167]",7211250,not_lm,test,7211250,0.0,244.0,7.0,1.0,8.0,12.0,1.0,2.0,5.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0
1268,"[-0.05726594  0.12706906  2.216881   ... -1.4644535   0.78428304
 -0.6088586 ]",7214745,not_lm,train,7214745,0.0,117.0,1.0,1.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0
1269,[-2.0460377 -2.8103168  1.5361044 ... -2.0744672 -1.541238   3.678871 ],7215246,not_lm,test,7215246,0.0,380.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
1270,"[-3.0738254  -2.405098    1.1119925  ... -4.44926    -0.44867808
  4.2509155 ]",7218982,not_lm,train,7218982,0.0,110.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0
1271,"[-6.8332637  -2.88954883  0.52246572 ... -8.20987996 -0.91704325
  8.00357148]",7221713,not_lm,train,7221713,0.0,174.0,1.0,4.0,3.0,11.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0
1272,"[-2.90805896 -1.5274252   2.32680859 ... -4.75277089  1.00181724
  4.23872906]",7222257,not_lm,train,7222257,0.0,108.0,1.0,2.0,3.0,7.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0
1273,"[-2.40484816  0.14117897  3.70841642 ... -3.77915716  1.16441303
  5.1972091 ]",7225000,not_lm,train,7225000,0.0,51.0,3.0,2.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0
1274,"[-2.8147752  -1.5698767   0.59076864 ... -3.7717562  -1.2414806
  0.9368968 ]",7228404,not_lm,train,7228404,0.0,285.0,4.0,1.0,14.0,5.0,1.0,5.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,5.0,13.0,1.0,0.0,0.0
1275,"[-0.49835238 -0.46208     1.1550323  ... -3.5170493  -0.02612352
  2.5628552 ]",7229219,not_lm,test,7229219,0.0,473.0,3.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,17.0,0.0,0.0
1276,[-2.7372124 -2.7953398  1.7799138 ... -3.6461358 -1.0729657  4.700307 ],7229362,not_lm,train,7229362,0.0,513.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
1277,"[-3.5790863  -1.4720876   2.8021526  ... -4.8051124  -0.48754048
  3.6086183 ]",7231342,not_lm,train,7231342,0.0,129.0,3.0,2.0,3.0,6.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,4.0,0.0,1.0
1278,[-1.1710408 -0.2686913  2.193145  ... -2.916988   0.9952916 -2.066366 ],7231995,not_lm,train,7231995,0.0,146.0,3.0,1.0,1.0,3.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,0.0,0.0
1279,"[-2.472417    0.42928183 11.58251    ... -3.9361768   3.4266033
 -4.5634    ]",7232869,not_lm,train,7232869,1.0,34.0,1.0,1.0,2.0,8.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0
1280,"[-2.73016155  0.5604076   4.57282345 ... -3.35780887  0.35982726
  3.52839346]",7233373,not_lm,train,7233373,0.0,321.0,1.0,2.0,1.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0
1281,[-5.8190613 -2.2641206  4.172116  ... -4.440489   2.836131   3.0078883],7233796,not_lm,train,7233796,0.0,63.0,2.0,4.0,2.0,10.0,3.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8.0,36.0,0.0,0.0
1282,"[-0.35356194 -0.04652601  1.5779543  ... -1.4193661  -0.14788067
  0.46722788]",7234731,not_lm,train,7234731,0.0,570.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,0.0,1.0
1283,"[ -5.26538928  -1.25834294   3.70393641 ... -11.40160012  -6.86984123
  -3.1941853 ]",7236664,not_lm,train,7236664,0.0,91.0,3.0,5.0,10.0,23.0,3.0,6.0,2.0,10.0,2.0,2.0,0.0,2.0,1.0,0.0,4.0,0.0,6.0,2.0,2.0,0.0,0.0,32.0,2.0,0.0,0.0
1284,"[-10.066255    -0.87947476   4.1107745  ...  -7.9657307    5.448643
   5.2536464 ]",7238349,not_lm,train,7238349,0.0,130.0,2.0,5.0,10.0,19.0,3.0,1.0,1.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,25.0,1.0,0.0,0.0
1285,"[-5.19540842 -0.27786272 -1.33557911 ... -6.74437965 -6.93907113
  2.86479293]",7245995,not_lm,train,7245995,0.0,583.0,2.0,3.0,9.0,16.0,0.0,2.0,0.0,9.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,15.0,1.0,0.0,0.0
1286,"[-2.8283215  -2.9167016   2.7517142  ... -3.7934542  -0.39665884
  3.9665742 ]",7246708,not_lm,test,7246708,0.0,58.0,1.0,2.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,9.0,41.0,0.0,0.0
1287,"[-1.9344599  -0.9000122   1.0535662  ... -2.1248415  -0.40712833
  1.5738008 ]",7248409,not_lm,train,7248409,0.0,71.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,1.0
1288,[-6.5098715 -1.3586731  1.0336629 ... -9.681982  -8.245221   6.0005016],7254402,not_lm,train,7254402,0.0,553.0,0.0,3.0,8.0,18.0,2.0,2.0,3.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,14.0,9.0,0.0,0.0
1289,"[ 0.26817942 -0.3242979   2.1226811  ... -1.6308846  -1.0783924
  2.0506127 ]",7255045,not_lm,train,7255045,0.0,583.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,9.0,0.0,1.0
1290,[-5.0333366  1.130697  -2.3437784 ... -9.70466   -8.196755  -1.4253817],7255679,not_lm,train,7255679,0.0,190.0,2.0,6.0,12.0,23.0,0.0,2.0,1.0,12.0,2.0,2.0,1.0,1.0,1.0,0.0,6.0,1.0,3.0,3.0,3.0,0.0,0.0,27.0,2.0,0.0,0.0
1291,"[-1.42264177  1.28906994  0.39278893 ... -3.18063942 -2.25977972
 -2.65193899]",7257899,not_lm,train,7257899,0.0,145.0,6.0,3.0,6.0,7.0,2.0,3.0,2.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,16.0,1.0,0.0,0.0
1292,"[ 0.5553201   0.38462168  0.38880754 ... -2.256989   -2.7556915
  0.9970937 ]",7267070,not_lm,train,7267070,0.0,109.0,0.0,3.0,5.0,5.0,2.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0
